R1,R2,SampleDate,PlotNr,Microhabitat,Surface_Subsurface,Grass_Interspace,Notes,Treatment,,
N22_31SSI_S84_L001_R1_001.fastq.gz,N22_31SSI_S84_L001_R2_001.fastq.gz,Nov_2022,31,SSI,SS,I,,N+Water,,
N22_35SG_S89_L001_R1_001.fastq.gz,N22_35SG_S89_L001_R2_001.fastq.gz,Nov_2022,35,SG,S,G,,Control,,
N22_35SI_S91_L001_R1_001.fastq.gz,N22_35SI_S91_L001_R2_001.fastq.gz,Nov_2022,35,SI,S,I,,Control,,
N22_35SSG_S90_L001_R1_001.fastq.gz,N22_35SSG_S90_L001_R2_001.fastq.gz,Nov_2022,35,SSG,SS,G,,Control,,
N22_35SSI_S92_L001_R1_001.fastq.gz,N22_35SSI_S92_L001_R2_001.fastq.gz,Nov_2022,35,SSI,SS,I,,Control,,
N22_37SG_S97_L001_R1_001.fastq.gz,N22_37SG_S97_L001_R2_001.fastq.gz,Nov_2022,37,SG,S,G,,N+P,,
N22_37SI_S99_L001_R1_001.fastq.gz,N22_37SI_S99_L001_R2_001.fastq.gz,Nov_2022,37,SI,S,I,,N+P,,
N22_37SSG_S98_L001_R1_001.fastq.gz,N22_37SSG_S98_L001_R2_001.fastq.gz,Nov_2022,37,SSG,SS,G,,N+P,,
N22_37SSI_S100_L001_R1_001.fastq.gz,N22_37SSI_S100_L001_R2_001.fastq.gz,Nov_2022,37,SSI,SS,I,,N+P,,
N22_3SG_S9_L001_R1_001.fastq.gz,N22_3SG_S9_L001_R2_001.fastq.gz,Nov_2022,3,SG,S,G,,Water,,
N22_3SI_S11_L001_R1_001.fastq.gz,N22_3SI_S11_L001_R2_001.fastq.gz,Nov_2022,3,SI,S,I,,Water,,
N22_3SSG_S10_L001_R1_001.fastq.gz,N22_3SSG_S10_L001_R2_001.fastq.gz,Nov_2022,3,SSG,SS,G,,Water,,
N22_3SSI_S12_L001_R1_001.fastq.gz,N22_3SSI_S12_L001_R2_001.fastq.gz,Nov_2022,3,SSI,SS,I,,Water,,
N22_41SG_S101_L001_R1_001.fastq.gz,N22_41SG_S101_L001_R2_001.fastq.gz,Nov_2022,41,SG,S,G,,P+Water,,
N22_41SI_S103_L001_R1_001.fastq.gz,N22_41SI_S103_L001_R2_001.fastq.gz,Nov_2022,41,SI,S,I,,P+Water,,
N22_41SSG_S102_L001_R1_001.fastq.gz,N22_41SSG_S102_L001_R2_001.fastq.gz,Nov_2022,41,SSG,SS,G,,P+Water,,
N22_41SSI_S104_L001_R1_001.fastq.gz,N22_41SSI_S104_L001_R2_001.fastq.gz,Nov_2022,41,SSI,SS,I,,P+Water,,
N22_47SG_S149_L001_R1_001.fastq.gz,N22_47SG_S149_L001_R2_001.fastq.gz,Nov_2022,47,SG,S,G,no 62,N+Water,,
N22_47SI_S151_L001_R1_001.fastq.gz,N22_47SI_S151_L001_R2_001.fastq.gz,Nov_2022,47,SI,S,I,no 62,N+Water,,
N22_47SSG_S150_L001_R1_001.fastq.gz,N22_47SSG_S150_L001_R2_001.fastq.gz,Nov_2022,47,SSG,SS,G,no 62,N+Water,,
N22_47SSI_S152_L001_R1_001.fastq.gz,N22_47SSI_S152_L001_R2_001.fastq.gz,Nov_2022,47,SSI,SS,I,no 62,N+Water,,
N22_49SG_S105_L001_R1_001.fastq.gz,N22_49SG_S105_L001_R2_001.fastq.gz,Nov_2022,49,SG,S,G,,P+Water,,
N22_49SI_S107_L001_R1_001.fastq.gz,N22_49SI_S107_L001_R2_001.fastq.gz,Nov_2022,49,SI,S,I,,P+Water,,
N22_49SSG_S106_L001_R1_001.fastq.gz,N22_49SSG_S106_L001_R2_001.fastq.gz,Nov_2022,49,SSG,SS,G,,P+Water,,
N22_49SSI_S108_L001_R1_001.fastq.gz,N22_49SSI_S108_L001_R2_001.fastq.gz,Nov_2022,49,SSI,SS,I,,P+Water,,
N22_4SG_S13_L001_R1_001.fastq.gz,N22_4SG_S13_L001_R2_001.fastq.gz,Nov_2022,4,SG,S,G,,N+P+Water,,
N22_4SI_S15_L001_R1_001.fastq.gz,N22_4SI_S15_L001_R2_001.fastq.gz,Nov_2022,4,SI,S,I,,N+P+Water,,
N22_4SSG_S14_L001_R1_001.fastq.gz,N22_4SSG_S14_L001_R2_001.fastq.gz,Nov_2022,4,SSG,SS,G,,N+P+Water,,
N22_4SSI_S16_L001_R1_001.fastq.gz,N22_4SSI_S16_L001_R2_001.fastq.gz,Nov_2022,4,SSI,SS,I,,N+P+Water,,
N22_52SG_S109_L001_R1_001.fastq.gz,N22_52SG_S109_L001_R2_001.fastq.gz,Nov_2022,52,SG,S,G,,N+P,,
N22_52SI_S111_L001_R1_001.fastq.gz,N22_52SI_S111_L001_R2_001.fastq.gz,Nov_2022,52,SI,S,I,,N+P,,
N22_52SSG_S110_L001_R1_001.fastq.gz,N22_52SSG_S110_L001_R2_001.fastq.gz,Nov_2022,52,SSG,SS,G,,N+P,,
N22_52SSI_S112_L001_R1_001.fastq.gz,N22_52SSI_S112_L001_R2_001.fastq.gz,Nov_2022,52,SSI,SS,I,,N+P,,
N22_53SG_S113_L001_R1_001.fastq.gz,N22_53SG_S113_L001_R2_001.fastq.gz,Nov_2022,53,SG,S,G,,Control,,
N22_53SI_S115_L001_R1_001.fastq.gz,N22_53SI_S115_L001_R2_001.fastq.gz,Nov_2022,53,SI,S,I,,Control,,
N22_53SSG_S114_L001_R1_001.fastq.gz,N22_53SSG_S114_L001_R2_001.fastq.gz,Nov_2022,53,SSG,SS,G,,Control,,
N22_53SSI_S116_L001_R1_001.fastq.gz,N22_53SSI_S116_L001_R2_001.fastq.gz,Nov_2022,53,SSI,SS,I,,Control,,
N22_54SG_S117_L001_R1_001.fastq.gz,N22_54SG_S117_L001_R2_001.fastq.gz,Nov_2022,54,SG,S,G,,N+P,,
N22_54SI_S119_L001_R1_001.fastq.gz,N22_54SI_S119_L001_R2_001.fastq.gz,Nov_2022,54,SI,S,I,,N+P,,
N22_54SSG_S118_L001_R1_001.fastq.gz,N22_54SSG_S118_L001_R2_001.fastq.gz,Nov_2022,54,SSG,SS,G,,N+P,,
N22_54SSI_S120_L001_R1_001.fastq.gz,N22_54SSI_S120_L001_R2_001.fastq.gz,Nov_2022,54,SSI,SS,I,,N+P,,
N22_55SG_S121_L001_R1_001.fastq.gz,N22_55SG_S121_L001_R2_001.fastq.gz,Nov_2022,55,SG,S,G,,N,,
N22_55SI_S123_L001_R1_001.fastq.gz,N22_55SI_S123_L001_R2_001.fastq.gz,Nov_2022,55,SI,S,I,,N,,
N22_55SSG_S122_L001_R1_001.fastq.gz,N22_55SSG_S122_L001_R2_001.fastq.gz,Nov_2022,55,SSG,SS,G,,N,,
N22_55SSI_S124_L001_R1_001.fastq.gz,N22_55SSI_S124_L001_R2_001.fastq.gz,Nov_2022,55,SSI,SS,I,,N,,
N22_56SG_S125_L001_R1_001.fastq.gz,N22_56SG_S125_L001_R2_001.fastq.gz,Nov_2022,56,SG,S,G,,N,,
N22_56SI_S127_L001_R1_001.fastq.gz,N22_56SI_S127_L001_R2_001.fastq.gz,Nov_2022,56,SI,S,I,,N,,
N22_56SSG_S126_L001_R1_001.fastq.gz,N22_56SSG_S126_L001_R2_001.fastq.gz,Nov_2022,56,SSG,SS,G,,N,,
N22_56SSI_S128_L001_R1_001.fastq.gz,N22_56SSI_S128_L001_R2_001.fastq.gz,Nov_2022,56,SSI,SS,I,,N,,
N22_57SG_S129_L001_R1_001.fastq.gz,N22_57SG_S129_L001_R2_001.fastq.gz,Nov_2022,57,SG,S,G,,P,,
N22_57SI_S131_L001_R1_001.fastq.gz,N22_57SI_S131_L001_R2_001.fastq.gz,Nov_2022,57,SI,S,I,,P,,
N22_57SSG_S130_L001_R1_001.fastq.gz,N22_57SSG_S130_L001_R2_001.fastq.gz,Nov_2022,57,SSG,SS,G,,P,,
N22_57SSI_S132_L001_R1_001.fastq.gz,N22_57SSI_S132_L001_R2_001.fastq.gz,Nov_2022,57,SSI,SS,I,,P,,
N22_58SG_S133_L001_R1_001.fastq.gz,N22_58SG_S133_L001_R2_001.fastq.gz,Nov_2022,58,SG,S,G,,Control,,
N22_58SI_S135_L001_R1_001.fastq.gz,N22_58SI_S135_L001_R2_001.fastq.gz,Nov_2022,58,SI,S,I,,Control,,
N22_58SSG_S134_L001_R1_001.fastq.gz,N22_58SSG_S134_L001_R2_001.fastq.gz,Nov_2022,58,SSG,SS,G,,Control,,
N22_58SSI_S136_L001_R1_001.fastq.gz,N22_58SSI_S136_L001_R2_001.fastq.gz,Nov_2022,58,SSI,SS,I,,Control,,
N22_59SG_S137_L001_R1_001.fastq.gz,N22_59SG_S137_L001_R2_001.fastq.gz,Nov_2022,59,SG,S,G,,Water,,
N22_59SI_S139_L001_R1_001.fastq.gz,N22_59SI_S139_L001_R2_001.fastq.gz,Nov_2022,59,SI,S,I,,Water,,
N22_59SSG_S138_L001_R1_001.fastq.gz,N22_59SSG_S138_L001_R2_001.fastq.gz,Nov_2022,59,SSG,SS,G,,Water,,
N22_59SSI_S140_L001_R1_001.fastq.gz,N22_59SSI_S140_L001_R2_001.fastq.gz,Nov_2022,59,SSI,SS,I,,Water,,
N22_5SG_S17_L001_R1_001.fastq.gz,N22_5SG_S17_L001_R2_001.fastq.gz,Nov_2022,5,SG,S,G,,Water,,
N22_5SI_S19_L001_R1_001.fastq.gz,N22_5SI_S19_L001_R2_001.fastq.gz,Nov_2022,5,SI,S,I,,Water,,
N22_5SSG_S18_L001_R1_001.fastq.gz,N22_5SSG_S18_L001_R2_001.fastq.gz,Nov_2022,5,SSG,SS,G,,Water,,
N22_5SSI_S20_L001_R1_001.fastq.gz,N22_5SSI_S20_L001_R2_001.fastq.gz,Nov_2022,5,SSI,SS,I,,Water,,
N22_60SG_S141_L001_R1_001.fastq.gz,N22_60SG_S141_L001_R2_001.fastq.gz,Nov_2022,60,SG,S,G,,N+P+Water,,
N22_60SI_S143_L001_R1_001.fastq.gz,N22_60SI_S143_L001_R2_001.fastq.gz,Nov_2022,60,SI,S,I,,N+P+Water,,
N22_60SSG_S142_L001_R1_001.fastq.gz,N22_60SSG_S142_L001_R2_001.fastq.gz,Nov_2022,60,SSG,SS,G,,N+P+Water,,
N22_60SSI_S144_L001_R1_001.fastq.gz,N22_60SSI_S144_L001_R2_001.fastq.gz,Nov_2022,60,SSI,SS,I,,N+P+Water,,
N22_61SG_S145_L001_R1_001.fastq.gz,N22_61SG_S145_L001_R2_001.fastq.gz,Nov_2022,61,SG,S,G,,N+P,,
N22_61SI_S147_L001_R1_001.fastq.gz,N22_61SI_S147_L001_R2_001.fastq.gz,Nov_2022,61,SI,S,I,,N+P,,
N22_61SSG_S146_L001_R1_001.fastq.gz,N22_61SSG_S146_L001_R2_001.fastq.gz,Nov_2022,61,SSG,SS,G,,N+P,,
N22_61SSI_S148_L001_R1_001.fastq.gz,N22_61SSI_S148_L001_R2_001.fastq.gz,Nov_2022,61,SSI,SS,I,,N+P,,
N22_63SG_S153_L001_R1_001.fastq.gz,N22_63SG_S153_L001_R2_001.fastq.gz,Nov_2022,63,SG,S,G,,N,,
N22_63SI_S155_L001_R1_001.fastq.gz,N22_63SI_S155_L001_R2_001.fastq.gz,Nov_2022,63,SI,S,I,,N,,
N22_63SSG_S154_L001_R1_001.fastq.gz,N22_63SSG_S154_L001_R2_001.fastq.gz,Nov_2022,63,SSG,SS,G,,N,,
N22_63SSI_S156_L001_R1_001.fastq.gz,N22_63SSI_S156_L001_R2_001.fastq.gz,Nov_2022,63,SSI,SS,I,,N,,
N22_64SG_S157_L001_R1_001.fastq.gz,N22_64SG_S157_L001_R2_001.fastq.gz,Nov_2022,64,SG,S,G,,P+Water,,
N22_64SI_S159_L001_R1_001.fastq.gz,N22_64SI_S159_L001_R2_001.fastq.gz,Nov_2022,64,SI,S,I,,P+Water,,
N22_64SSG_S158_L001_R1_001.fastq.gz,N22_64SSG_S158_L001_R2_001.fastq.gz,Nov_2022,64,SSG,SS,G,,P+Water,,
N22_64SSI_S160_L001_R1_001.fastq.gz,N22_64SSI_S160_L001_R2_001.fastq.gz,Nov_2022,64,SSI,SS,I,,P+Water,,
N22_6SG_S21_L001_R1_001.fastq.gz,N22_6SG_S21_L001_R2_001.fastq.gz,Nov_2022,6,SG,S,G,,N+P+Water,,
N22_6SI_S23_L001_R1_001.fastq.gz,N22_6SI_S23_L001_R2_001.fastq.gz,Nov_2022,6,SI,S,I,,N+P+Water,,
N22_6SSG_S22_L001_R1_001.fastq.gz,N22_6SSG_S22_L001_R2_001.fastq.gz,Nov_2022,6,SSG,SS,G,,N+P+Water,,
N22_6SSI_S24_L001_R1_001.fastq.gz,N22_6SSI_S24_L001_R2_001.fastq.gz,Nov_2022,6,SSI,SS,I,,N+P+Water,,
N22_7SG_S25_L001_R1_001.fastq.gz,N22_7SG_S25_L001_R2_001.fastq.gz,Nov_2022,7,SG,S,G,,P,,
N22_7SI_S27_L001_R1_001.fastq.gz,N22_7SI_S27_L001_R2_001.fastq.gz,Nov_2022,7,SI,S,I,,P,,
N22_7SSG_S26_L001_R1_001.fastq.gz,N22_7SSG_S26_L001_R2_001.fastq.gz,Nov_2022,7,SSG,SS,G,,P,,
N22_7SSI_S28_L001_R1_001.fastq.gz,N22_7SSI_S28_L001_R2_001.fastq.gz,Nov_2022,7,SSI,SS,I,,P,,
N22_8SG_S29_L001_R1_001.fastq.gz,N22_8SG_S29_L001_R2_001.fastq.gz,Nov_2022,8,SG,S,G,,P,,
N22_8SI_S31_L001_R1_001.fastq.gz,N22_8SI_S31_L001_R2_001.fastq.gz,Nov_2022,8,SI,S,I,,P,,
N22_8SSG_S30_L001_R1_001.fastq.gz,N22_8SSG_S30_L001_R2_001.fastq.gz,Nov_2022,8,SSG,SS,G,,P,,
N22_8SSI_S32_L001_R1_001.fastq.gz,N22_8SSI_S32_L001_R2_001.fastq.gz,Nov_2022,8,SSI,SS,I,,P,,
N22_9SG_S33_L001_R1_001.fastq.gz,N22_9SG_S33_L001_R2_001.fastq.gz,Nov_2022,9,SG,S,G,,N+Water,,
N22_9SI_S35_L001_R1_001.fastq.gz,N22_9SI_S35_L001_R2_001.fastq.gz,Nov_2022,9,SI,S,I,,N+Water,,
N22_9SSG_S34_L001_R1_001.fastq.gz,N22_9SSG_S34_L001_R2_001.fastq.gz,Nov_2022,9,SSG,SS,G,,N+Water,,
N22_9SSI_S36_L001_R1_001.fastq.gz,N22_9SSI_S36_L001_R2_001.fastq.gz,Nov_2022,9,SSI,SS,I,,N+Water,,
N23_10SG_S200_L001_R1_001.fastq.gz,N23_10SG_S200_L001_R2_001.fastq.gz,Nov_2023,10,SG,S,G,,N+Water,,
N23_10SI_S202_L001_R1_001.fastq.gz,N23_10SI_S202_L001_R2_001.fastq.gz,Nov_2023,10,SI,S,I,,N+Water,,
N23_10SSG_S201_L001_R1_001.fastq.gz,N23_10SSG_S201_L001_R2_001.fastq.gz,Nov_2023,10,SSG,SS,G,,N+Water,,
N23_10SSI_S203_L001_R1_001.fastq.gz,N23_10SSI_S203_L001_R2_001.fastq.gz,Nov_2023,10,SSI,SS,I,,N+Water,,
N23_11SG_S204_L001_R1_001.fastq.gz,N23_11SG_S204_L001_R2_001.fastq.gz,Nov_2023,11,SG,S,G,,Water,,
N23_11SI_S206_L001_R1_001.fastq.gz,N23_11SI_S206_L001_R2_001.fastq.gz,Nov_2023,11,SI,S,I,,Water,,
N23_11SSG_S205_L001_R1_001.fastq.gz,N23_11SSG_S205_L001_R2_001.fastq.gz,Nov_2023,11,SSG,SS,G,,Water,,
N23_11SSI_S207_L001_R1_001.fastq.gz,N23_11SSI_S207_L001_R2_001.fastq.gz,Nov_2023,11,SSI,SS,I,,Water,,
N23_12SG_S208_L001_R1_001.fastq.gz,N23_12SG_S208_L001_R2_001.fastq.gz,Nov_2023,12,SG,S,G,,Control,,
N23_12SI_S210_L001_R1_001.fastq.gz,N23_12SI_S210_L001_R2_001.fastq.gz,Nov_2023,12,SI,S,I,,Control,,
N23_12SSG_S209_L001_R1_001.fastq.gz,N23_12SSG_S209_L001_R2_001.fastq.gz,Nov_2023,12,SSG,SS,G,,Control,,
N23_12SSI_S211_L001_R1_001.fastq.gz,N23_12SSI_S211_L001_R2_001.fastq.gz,Nov_2023,12,SSI,SS,I,,Control,,
N23_13SG_S212_L001_R1_001.fastq.gz,N23_13SG_S212_L001_R2_001.fastq.gz,Nov_2023,13,SG,S,G,,N,,
N23_13SI_S214_L001_R1_001.fastq.gz,N23_13SI_S214_L001_R2_001.fastq.gz,Nov_2023,13,SI,S,I,,N,,
N23_13SSG_S213_L001_R1_001.fastq.gz,N23_13SSG_S213_L001_R2_001.fastq.gz,Nov_2023,13,SSG,SS,G,,N,,
N23_13SSI_S215_L001_R1_001.fastq.gz,N23_13SSI_S215_L001_R2_001.fastq.gz,Nov_2023,13,SSI,SS,I,,N,,
N23_14SG_S216_L001_R1_001.fastq.gz,N23_14SG_S216_L001_R2_001.fastq.gz,Nov_2023,14,SG,S,G,,Control,,
N23_14SI_S218_L001_R1_001.fastq.gz,N23_14SI_S218_L001_R2_001.fastq.gz,Nov_2023,14,SI,S,I,,Control,,
N23_14SSG_S217_L001_R1_001.fastq.gz,N23_14SSG_S217_L001_R2_001.fastq.gz,Nov_2023,14,SSG,SS,G,,Control,,
N23_14SSI_S219_L001_R1_001.fastq.gz,N23_14SSI_S219_L001_R2_001.fastq.gz,Nov_2023,14,SSI,SS,I,,Control,,
N23_15SG_S220_L001_R1_001.fastq.gz,N23_15SG_S220_L001_R2_001.fastq.gz,Nov_2023,15,SG,S,G,,Water,,
N23_15SI_S222_L001_R1_001.fastq.gz,N23_15SI_S222_L001_R2_001.fastq.gz,Nov_2023,15,SI,S,I,,Water,,
N23_15SSG_S221_L001_R1_001.fastq.gz,N23_15SSG_S221_L001_R2_001.fastq.gz,Nov_2023,15,SSG,SS,G,,Water,,
N23_15SSI_S223_L001_R1_001.fastq.gz,N23_15SSI_S223_L001_R2_001.fastq.gz,Nov_2023,15,SSI,SS,I,,Water,,
N23_16SG_S224_L001_R1_001.fastq.gz,N23_16SG_S224_L001_R2_001.fastq.gz,Nov_2023,16,SG,S,G,,N+P+Water,,
N23_16SI_S226_L001_R1_001.fastq.gz,N23_16SI_S226_L001_R2_001.fastq.gz,Nov_2023,16,SI,S,I,,N+P+Water,,
N23_16SSG_S225_L001_R1_001.fastq.gz,N23_16SSG_S225_L001_R2_001.fastq.gz,Nov_2023,16,SSG,SS,G,,N+P+Water,,
N23_16SSI_S227_L001_R1_001.fastq.gz,N23_16SSI_S227_L001_R2_001.fastq.gz,Nov_2023,16,SSI,SS,I,,N+P+Water,,
N23_1SG_S164_L001_R1_001.fastq.gz,N23_1SG_S164_L001_R2_001.fastq.gz,Nov_2023,1,SG,S,G,,N+P+Water,,
N23_1SI_S166_L001_R1_001.fastq.gz,N23_1SI_S166_L001_R2_001.fastq.gz,Nov_2023,1,SI,S,I,,N+P+Water,,
N23_1SSG_S165_L001_R1_001.fastq.gz,N23_1SSG_S165_L001_R2_001.fastq.gz,Nov_2023,1,SSG,SS,G,,N+P+Water,,
N23_1SSI_S167_L001_R1_001.fastq.gz,N23_1SSI_S167_L001_R2_001.fastq.gz,Nov_2023,1,SSI,SS,I,,N+P+Water,,
N23_20SG_S228_L001_R1_001.fastq.gz,N23_20SG_S228_L001_R2_001.fastq.gz,Nov_2023,20,SG,S,G,,P+Water,,
N23_20SI_S230_L001_R1_001.fastq.gz,N23_20SI_S230_L001_R2_001.fastq.gz,Nov_2023,20,SI,S,I,,P+Water,,
N23_20SSG_S229_L001_R1_001.fastq.gz,N23_20SSG_S229_L001_R2_001.fastq.gz,Nov_2023,20,SSG,SS,G,,P+Water,,
N23_20SSI_S231_L001_R1_001.fastq.gz,N23_20SSI_S231_L001_R2_001.fastq.gz,Nov_2023,20,SSI,SS,I,,P+Water,,
N23_24SG_S232_L001_R1_001.fastq.gz,N23_24SG_S232_L001_R2_001.fastq.gz,Nov_2023,24,SG,S,G,,N+P,,
N23_24SI_S234_L001_R1_001.fastq.gz,N23_24SI_S234_L001_R2_001.fastq.gz,Nov_2023,24,SI,S,I,,N+P,,
N23_24SSG_S233_L001_R1_001.fastq.gz,N23_24SSG_S233_L001_R2_001.fastq.gz,Nov_2023,24,SSG,SS,G,,N+P,,
N23_24SSI_S235_L001_R1_001.fastq.gz,N23_24SSI_S235_L001_R2_001.fastq.gz,Nov_2023,24,SSI,SS,I,,N+P,,
N23_28SG_S236_L001_R1_001.fastq.gz,N23_28SG_S236_L001_R2_001.fastq.gz,Nov_2023,28,SG,S,G,,N+Water,,
N23_28SI_S238_L001_R1_001.fastq.gz,N23_28SI_S238_L001_R2_001.fastq.gz,Nov_2023,28,SI,S,I,,N+Water,,
N23_28SSG_S237_L001_R1_001.fastq.gz,N23_28SSG_S237_L001_R2_001.fastq.gz,Nov_2023,28,SSG,SS,G,,N+Water,,
N23_28SSI_S239_L001_R1_001.fastq.gz,N23_28SSI_S239_L001_R2_001.fastq.gz,Nov_2023,28,SSI,SS,I,,N+Water,,
N23_29SG_S240_L001_R1_001.fastq.gz,N23_29SG_S240_L001_R2_001.fastq.gz,Nov_2023,29,SG,S,G,,P,,
N23_29SI_S242_L001_R1_001.fastq.gz,N23_29SI_S242_L001_R2_001.fastq.gz,Nov_2023,29,SI,S,I,,P,,
N23_29SSG_S241_L001_R1_001.fastq.gz,N23_29SSG_S241_L001_R2_001.fastq.gz,Nov_2023,29,SSG,SS,G,,P,,
N23_29SSI_S243_L001_R1_001.fastq.gz,N23_29SSI_S243_L001_R2_001.fastq.gz,Nov_2023,29,SSI,SS,I,,P,,
N23_2SG_S168_L001_R1_001.fastq.gz,N23_2SG_S168_L001_R2_001.fastq.gz,Nov_2023,2,SG,S,G,,P,,
N23_2SI_S170_L001_R1_001.fastq.gz,N23_2SI_S170_L001_R2_001.fastq.gz,Nov_2023,2,SI,S,I,,P,,
N23_2SSG_S169_L001_R1_001.fastq.gz,N23_2SSG_S169_L001_R2_001.fastq.gz,Nov_2023,2,SSG,SS,G,,P,,
N23_2SSI_S171_L001_R1_001.fastq.gz,N23_2SSI_S171_L001_R2_001.fastq.gz,Nov_2023,2,SSI,SS,I,,P,,
N23_31SG_S244_L001_R1_001.fastq.gz,N23_31SG_S244_L001_R2_001.fastq.gz,Nov_2023,31,SG,S,G,,N+Water,,
N23_31SI_S246_L001_R1_001.fastq.gz,N23_31SI_S246_L001_R2_001.fastq.gz,Nov_2023,31,SI,S,I,,N+Water,,
N23_31SSG_S245_L001_R1_001.fastq.gz,N23_31SSG_S245_L001_R2_001.fastq.gz,Nov_2023,31,SSG,SS,G,,N+Water,,
N23_31SSI_S247_L001_R1_001.fastq.gz,N23_31SSI_S247_L001_R2_001.fastq.gz,Nov_2023,31,SSI,SS,I,,N+Water,,
N23_34SG_S248_L001_R1_001.fastq.gz,N23_34SG_S248_L001_R2_001.fastq.gz,Nov_2023,34,SG,S,G,,N,,
N23_34SI_S250_L001_R1_001.fastq.gz,N23_34SI_S250_L001_R2_001.fastq.gz,Nov_2023,34,SI,S,I,,N,,
N23_34SSG_S249_L001_R1_001.fastq.gz,N23_34SSG_S249_L001_R2_001.fastq.gz,Nov_2023,34,SSG,SS,G,,N,,
N23_34SSI_S251_L001_R1_001.fastq.gz,N23_34SSI_S251_L001_R2_001.fastq.gz,Nov_2023,34,SSI,SS,I,,N,,
N23_35SG_S252_L001_R1_001.fastq.gz,N23_35SG_S252_L001_R2_001.fastq.gz,Nov_2023,35,SG,S,G,,Control,,
N23_35SI_S254_L001_R1_001.fastq.gz,N23_35SI_S254_L001_R2_001.fastq.gz,Nov_2023,35,SI,S,I,,Control,,
N23_35SSG_S253_L001_R1_001.fastq.gz,N23_35SSG_S253_L001_R2_001.fastq.gz,Nov_2023,35,SSG,SS,G,,Control,,
N23_35SSI_S255_L001_R1_001.fastq.gz,N23_35SSI_S255_L001_R2_001.fastq.gz,Nov_2023,35,SSI,SS,I,,Control,,
N23_36SG_S256_L001_R1_001.fastq.gz,N23_36SG_S256_L001_R2_001.fastq.gz,Nov_2023,36,SG,S,G,,P+Water,,
N23_36SI_S258_L001_R1_001.fastq.gz,N23_36SI_S258_L001_R2_001.fastq.gz,Nov_2023,36,SI,S,I,,P+Water,,
N23_36SSG_S257_L001_R1_001.fastq.gz,N23_36SSG_S257_L001_R2_001.fastq.gz,Nov_2023,36,SSG,SS,G,,P+Water,,
N23_36SSI_S259_L001_R1_001.fastq.gz,N23_36SSI_S259_L001_R2_001.fastq.gz,Nov_2023,36,SSI,SS,I,,P+Water,,
N23_37SG_S260_L001_R1_001.fastq.gz,N23_37SG_S260_L001_R2_001.fastq.gz,Nov_2023,37,SG,S,G,not a complete set,N+P,,
N23_37SI_S262_L001_R1_001.fastq.gz,N23_37SI_S262_L001_R2_001.fastq.gz,Nov_2023,37,SI,S,I,not a complete set,N+P,,
N23_37SSG_S261_L001_R1_001.fastq.gz,N23_37SSG_S261_L001_R2_001.fastq.gz,Nov_2023,37,SSG,SS,G,not a complete set,N+P,,
N23_3SG_S172_L001_R1_001.fastq.gz,N23_3SG_S172_L001_R2_001.fastq.gz,Nov_2023,3,SG,S,G,,Water,,
N23_3SI_S174_L001_R1_001.fastq.gz,N23_3SI_S174_L001_R2_001.fastq.gz,Nov_2023,3,SI,S,I,,Water,,
N23_3SSG_S173_L001_R1_001.fastq.gz,N23_3SSG_S173_L001_R2_001.fastq.gz,Nov_2023,3,SSG,SS,G,,Water,,
N23_3SSI_S175_L001_R1_001.fastq.gz,N23_3SSI_S175_L001_R2_001.fastq.gz,Nov_2023,3,SSI,SS,I,,Water,,
N23_41SG_S264_L001_R1_001.fastq.gz,N23_41SG_S264_L001_R2_001.fastq.gz,Nov_2023,41,SG,S,G,,P+Water,,
N23_41SI_S266_L001_R1_001.fastq.gz,N23_41SI_S266_L001_R2_001.fastq.gz,Nov_2023,41,SI,S,I,,P+Water,,
N23_41SSG_S265_L001_R1_001.fastq.gz,N23_41SSG_S265_L001_R2_001.fastq.gz,Nov_2023,41,SSG,SS,G,,P+Water,,
N23_41SSI_S267_L001_R1_001.fastq.gz,N23_41SSI_S267_L001_R2_001.fastq.gz,Nov_2023,41,SSI,SS,I,,P+Water,,
N23_49SG_S268_L001_R1_001.fastq.gz,N23_49SG_S268_L001_R2_001.fastq.gz,Nov_2023,49,SG,S,G,,P+Water,,
N23_49SI_S270_L001_R1_001.fastq.gz,N23_49SI_S270_L001_R2_001.fastq.gz,Nov_2023,49,SI,S,I,,P+Water,,
N23_49SSG_S269_L001_R1_001.fastq.gz,N23_49SSG_S269_L001_R2_001.fastq.gz,Nov_2023,49,SSG,SS,G,,P+Water,,
N23_49SSI_S271_L001_R1_001.fastq.gz,N23_49SSI_S271_L001_R2_001.fastq.gz,Nov_2023,49,SSI,SS,I,,P+Water,,
N23_4SG_S176_L001_R1_001.fastq.gz,N23_4SG_S176_L001_R2_001.fastq.gz,Nov_2023,4,SG,S,G,,N+P+Water,,
N23_4SI_S178_L001_R1_001.fastq.gz,N23_4SI_S178_L001_R2_001.fastq.gz,Nov_2023,4,SI,S,I,,N+P+Water,,
N23_4SSG_S177_L001_R1_001.fastq.gz,N23_4SSG_S177_L001_R2_001.fastq.gz,Nov_2023,4,SSG,SS,G,,N+P+Water,,
N23_4SSI_S179_L001_R1_001.fastq.gz,N23_4SSI_S179_L001_R2_001.fastq.gz,Nov_2023,4,SSI,SS,I,,N+P+Water,,
N23_52SG_S272_L001_R1_001.fastq.gz,N23_52SG_S272_L001_R2_001.fastq.gz,Nov_2023,52,SG,S,G,,N+P,,
